2023-01-02 18:46:11,62.1,19.8,1136,84.8,1.2,1662
2023-01-02 18:46:11,62.1,19.8,1136,84.8,1.2,1662
2023-01-02 18:46:11,62.1,19.8,1136,84.8,1.2,1662
2023-01-02 18:46:11,62.1,19.8,1136,84.8,1.2,1662
2023-01-02 18:46:11,62.1,19.8,1136,84.8,1.2,1662
2023-01-02 18:46:11,62.1,19.8,1136,84.8,1.2,1662
2023-01-02 18:46:11,62.1,19.8,1136,84.8,1.2,1662
2023-01-02 18:46:11,62.1,19.8,1136,84.8,1.2,1662
2023-01-02 18:46:11,62.1,19.8,1136,84.8,1.2,1662
2023-01-02 18:46:11,62.1,19.8,1136,84.8,1.2,1662
2023-01-02 18:46:11,62.1,19.8,1136,84.8,1.2,1662
2023-01-02 18:46:11,62.1,19.8,1136,84.8,1.2,1662
2023-01-02 18:46:11,62.1,19.8,1136,84.8,1.2,1662
2023-01-02 18:46:11,62.1,19.8,1136,84.8,1.2,1662
2023-01-02 18:46:11,62.1,19.8,1136,84.8,1.2,1662
2023-01-02 18:46:11,62.1,19.8,1136,84.8,1.2,1662
2023-01-02 18:46:11,62.1,19.8,1136,84.8,1.2,1662
